AABOCKER		AABOCKER
AVHARKIV		AVHARKIV
AVHGAMLA		AVHGAMLA
AVHGAMLA		AVHGAMLA
AVHNYA		AVHNYA
AVHNYA	Hanken Vaasa	AVHNYA
AVSKRIVNING		AVSKRIVNING
BETALNING		BETALNING
DATABASER		DATABASER
EBOK		EBOK
EBOK2		EBOK2
EGNASERIER		EGNASERIER
ELEKTRON		ELEKTRON
KURSHEM		KURSHEM
KURSLASE		KURSLASE
LJUDBOK		LJUDBOK
MONOBIB		MONOBIB
MONOGRAFI		MONOGRAFI
MONOLASE		MONOLASE
MOTESRUM		MOTESRUM
REFERENS		REFERENS
SERIER		SERIER
TIDSKRIFT		TIDSKRIFT
VASA	Hanken Vaasa	VASA
