si	simediab	Smith Library Media B
si	simediac	Smith Library Media C
si	simediag	Smith Library Media G
si	simediam	Smith Library Media M
si	simedian	Smith Library Media N
si	simediar	Smith Library Media R
si	simediav	Smith Library Media V
si	simediay	Smith Library Media Y
si	sipern	Smith Library Periodicals
si	sipermres	Smith Library Permanent Reserve
si	sirefdepn	Smith Library Reference Department
si	sirefn	Smith Library Reference N
si	sireserve	Smith Library Reserve
si	siserdepn	Smith Library Serials Department
si	sistoragen	Smith Library Storage Room
sm	smcassetn	SMLR – Carey Library Audio Cassettes N
sm	smcassetr	SMLR – Carey Library Audio Cassettes R
sm	smcdiscn	SMLR – Carey Library Audio Compact Discs
sm	smcirdeskb	SMLR – Carey Library Circulation Desk
sm	smdvdp	SMLR – Carey Library Digital Video Discs P
sm	smfilmc	SMLR – Carey Library Films
sm	smpern	SMLR – Carey Library Periodicals
sm	smrefn	SMLR – Carey Library Reference N
sm	smreserve	SMLR – Carey Library Reserve
sm	smvideon	SMLR – Carey Library Videotapes N
sm	smdiscr	SMLR – Carey Library Vinyl LP Records R
sp	spxburrn	Special Collections & University Archives Aaron Burr Society Materials
sp	sparchivn	Special Collections & University Archives Archives
sp	spxartsbkn	Special Collections & University Archives Artists' Books
sp	spcollxn	Special Collections & University Archives Collection Level Record
sp	spxelecn	Special Collections & University Archives Election Day Sermons
sp	spxelawn	Special Collections & University Archives English Law (Great Britain)
sp	spxfastn	Special Collections & University Archives Fast Day Sermons
sp	spxalcohn	Special Collections & University Archives Former Alcohol items now at SPCOL/UA
sp	spxfourn	Special Collections & University Archives Fourth of July Orations
sp	spxfrien	Special Collections & University Archives Friends Collection
sp	spxfulln	Special Collections & University Archives Fuller Collection
sp	spxgrifn	Special Collections & University Archives Griffis Collection
sp	spxgriffon	Special Collections & University Archives Griffis Collection Folio
sp	spxrichn	Special Collections & University Archives Horace G. Richards Novels Collection
sp	spximp2n	Special Collections & University Archives Imprint 2 Collection
sp	spximprn	Special Collections & University Archives Imprint Collection
sp	spxjuvn	Special Collections & University Archives Juvenile Collection
sp	spmssn	Special Collections & University Archives Manuscript Collection
sp	spmapn	Special Collections & University Archives Map Collection
sp	spmfilmn	Special Collections & University Archives Microfilm Materials
sp	spnewspapn	Special Collections & University Archives Newspaper Collection
sp	spxfoarbkn	Special Collections & University Archives Oversized Artists' Books
sp	spxfon	Special Collections & University Archives Oversized Rare Books
sp	sppern	Special Collections & University Archives Periodicals
sp	spperiiin	Special Collections & University Archives Periodicals III
sp	spxpbkn	Special Collections & University Archives Phi Beta Kappa Collection
