bloom	PHONODISC	Harvey A. Andruss Library	Phonodisc Collection
bloom	PopRead	Harvey A. Andruss Library	Popular Reading Collection (1st flr)
bloom	IntMuOAebo	Harvey A. Andruss Library	Project MUSE Open Access Ebook Collection
bloom	REFERENCE	Harvey A. Andruss Library	Reference Collection (2nd flr) -- DOES NOT CIRCULATE
bloom	SCORES	Harvey A. Andruss Library	Scores Collection
bloom	SPECIALCOL	Harvey A. Andruss Library	Special Collections (3rd flr) -- DOES NOT CIRCULATE
bloom	SPECOLOVOV	Harvey A. Andruss Library	Special Collections Overoversize--DOES NOT CIRCULATE
bloom	SPECCOLLOV	Harvey A. Andruss Library	Special Collections Oversize--DOES NOT CIRCULATE
bloom	TODELETE	Harvey A. Andruss Library	TODELETE
bloom	UNASSIGNED	Harvey A. Andruss Library	UNASSIGNED location
bloom	ARCHIVES	Harvey A. Andruss Library	University Archives (3rd flr) -- DOES NOT CIRCULATE
bloom	USGOVDOC	Harvey A. Andruss Library	U.S. Government Documents Collection (2nd flr)
bloom	USGOVDOCMP	Harvey A. Andruss Library	U.S. Government Documents Map Collection
bloom	USGOVDOCMD	Harvey A. Andruss Library	U.S. Government Documents Media Collection
bloom	USGOVDOCMF	Harvey A. Andruss Library	U.S. Government Documents Microfiche Collection (1st flr) -- NONCIRC
bloom	USGOVDOCOV	Harvey A. Andruss Library	U.S. Government Documents OVERSIZE
bloom	USGOVDOCPL	Harvey A. Andruss Library	U.S. Government Documents Public Library Collection
bloom	VIDEOCASS	Harvey A. Andruss Library	Video Collection (1st flr)
bloom	VIDEOOVR	Harvey A. Andruss Library	Video Oversize Collection
bloom	Withdrawn	Harvey A. Andruss Library	Withdrawn
			
Stevenson	CALD	Stevenson Library 	Caldecott Award
Stevenson	CDMUS	Stevenson Library 	CD Music
Stevenson	CHIL	Stevenson Library 	Juvenile/Young Adult
Clearfield	CLEAR	Clearfield Library	Clearfield Library 
Clearfield	CLEARADBK	Clearfield Library	Clearfield Audio Book
Clearfield	CLEARCAR	Clearfield Library	Clearfield Library Career
Clearfield	CLEARCHIL	Clearfield Library	Clearfield Children
Clearfield	CLEARFOL	Clearfield Library 	Clearfield Folio
Clearfield	CLEARLREAD	Clearfield Library 	Clearfield Leisure Reading
Stevenson	CUR	Stevenson Library 	Curriculum 
Stevenson	E-CHIL	Stevenson Library 	Easy Reader
Stevenson	FOL	Stevenson Library 	Folio
Stevenson	LREAD	Stevenson Library 	Leisure Reading Area
Stevenson	MAIN	Stevenson Library 	Main Stacks 
Stevenson	NBC	Stevenson Library 	New Book Shelf Children's
Stevenson	NBS	Stevenson Library 	New Book Shelf 
Stevenson	NEWBERY	Stevenson Library 	Newbery Award
Stevenson	PER	Stevenson Library 	Bound Periodicals
Stevenson	PICBOO	Stevenson Library 	Picture Books
Stevenson	TFOL	Stevenson Library 	Tall Folio
Clearfield	C-REF	Clearfield Library	Children's Reference
Clearfield	CLEARCIRCD	Clearfield Library	Clearfiled Circ Desk
Clearfield	CLEARGAME	Clearfield Library	Clearfiled Gaming
Clearfield	CLEAR_REF	Clearfield Library	Clearfield Reference
Clearfield	CLEAR_RES	Clearfield Library	Clearfiled Reserve
Clearfield	CLEARDVD	Clearfield Library	Clearfield DVD
Clearfield	CLEARINSTD	Clearfield Library	Clearfield Inst DVD
Clearfield	CLEARARC	Clearfield Library 	Clearfield Archives
Stevenson	ARCHIVES	Stevenson Library 	ARCHIVES
Stevenson	MFC	Stevenson Library 	Microfiche
Stevenson	MICR	Stevenson Library 	Microfilm
Stevenson	REF	Stevenson Library 	Reference
Stevenson	DVD	Stevenson Library 	DVD-Drama
Stevenson	DVDACT	Stevenson Library 	DVD-Action
Stevenson	DVDANI	Stevenson Library 	DVD-Animation
Stevenson	DVDC	Stevenson Library 	DVD Instructional
Stevenson	DVDCAR	Stevenson Library 	DVD Carousel
Stevenson	DVDCOM	Stevenson Library 	DVD-Comedy
Stevenson	DVDDOC	Stevenson Library 	DVD-Documentry
Stevenson	DVDHOR	Stevenson Library 	DVD-Horror
Stevenson	DVDMYS	Stevenson Library 	DVD-Mystery
Stevenson	DVDPER	Stevenson Library 	DVD-Performance
Stevenson	DVDSCI	Stevenson Library 	DVD-Science Fiction
Stevenson	DVDTV	Stevenson Library 	DVD-TV
Stevenson	DVDWAR	Stevenson Library 	DVD-War
Stevenson	DVDWES	Stevenson Library 	DVD-Western
Stevenson	TRREF	Stevenson Library 	Treasury Room-Reference
Stevenson	TRRM	Stevenson Library 	Treasury Room
Stevenson	UNPER	Stevenson Library 	Unbound Periodicals
Stevenson	VIDEO	Stevenson Library 	Media - Video
