FHG	specthes	Special Collections Thesis Collection, 6th Floor
FHG	specwein	Weintraub Arts and Humanities Center-Special Collections
FHG	specweinq	Weintraub Arts & Humanities Center-Special Collec Over
FHG	WCU	WCU
FHG	WITHDRAWN	Withdrawn for Alma
FHG	imcrom	IMC CD-ROM Collection, 1st Floor
FHG	imcdsp	Currently on exhibit. See IMC Desk to obtain.
FHG	imcdspd	IMC Display - DVD
FHG	imcdvd	IMC DVD Collection, 1st Floor
FHG	imcdvr	IMC DVD-ROM Collection, 1st Floor
FHG	imcequi	IMC Equipment, 1st Floor
FHG	imcflm	IMC Film Collection, 1st Floor
FHG	imcgam	IMC Game Collection, 1st Floor
FHG	imclap	IMC Laptops, 1st floor
FHG	imclps	IMC Vinyl Discs, Off-Site Storage
FHG	imcoff	IMC Office, 1st Floor
FHG	imcossdeq	IMC OSSD Equipment, 1st floor
FHG	imcper	IMC Periodical Collection, 1st floor
FHG	imcref	IMC Reference Collection, 1st Floor
FHG	imcres	IMC Reserves, 1st Floor
FHG	imcstr	IMC Streaming
FHG	imctfeq	IMC TF Equipment, 1st Floor
FHG	imcvhs	IMC Video Collection, 1st Floor
FHG	unused	unused
FHG	HAPPENING	HAPPENING
Presser	mu	Presser Music Library: Inquire at Desk
Presser	mucb	Presser Music Library Closed Stacks
Presser	mufi	Presser Music Library Vertical File
Presser	mukn	Presser Music Library Knott CD Collection
Presser	murs	Presser Music Library Permanent Reserve
Presser	muvi	Presser Music Library Videos
FHG	pmperbd	Periodicals, 1st Floor, Shelved After Current Issues
Presser	pmbox	Presser Music Library Box Set
Presser	pmcd	Presser Music Library: CDs
Presser	mucdcir	Presser Mus. Lib. Circulation Desk
Presser	pmdis	Presser Music Library: Display Cases
Presser	pmdvd	Presser Music Library: DVDs
Presser	pmgs	Presser Music Library Remote Storage: Gilbert and Sullivan Collection
Presser	pmoff	Presser Music Library: Office
Presser	pmlp	Presser Music Library Remote Storage: LPs
Presser	pmmusg	Presser Music Library Remote Storage: Musgrave Collection
Presser	pmlapmp	Presser Music Library
Presser	pmnew	Presser Music Library: New Book Shelf
Presser	pmper	Current issues in Presser Music Library
Presser	pmpp	Presser Music Library Physical Processing
Presser	pmref	Presser Music Library: Reference
Presser	pmrem	Presser Music Library Remote Storage
Presser	pmres	Presser Music Library: Reserves
Presser	pmscres	Presser Music Library: Collected Editions Scores
Presser	pmwork	Presser Music Library Workroom
